======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],-143.973,360.143,77.493,1855.76633560342,647.913471529754,-68.3748608119792
Move[2],-143.973,370.143,77.493,1703.52407275891,1111.02141490331,-68.3895705217265
Move[3],-143.973,380.143,77.493,1549.08705039438,1577.05432704062,-68.4041539909086
Move[4],-133.973,360.143,77.493,1387.70651858537,493.715838183773,-68.4072575091938
Move[5],-133.973,370.143,77.493,1235.5543014654,957.399264506427,-68.409416297151
Move[6],-133.973,380.143,77.493,1082.22048189647,1423.29967208904,-68.4449565793773
Move[7],-123.973,360.143,77.493,922.783552247913,340.178483410661,-68.4883024504883
Move[8],-123.973,370.143,77.493,769.184593008602,803.103967772901,-68.6326079321915
Move[9],-123.973,380.143,77.493,615.120985970775,1269.27359792347,-68.6037749982915

Move[1],-133.973,370.143,67.493,262.996985451315,1113.67789747446,-78.6536460497203
Move[2],-133.973,370.143,72.493,743.110033818621,1016.41388333575,-73.5185616547961
Move[3],-133.973,370.143,77.493,1232.36328155611,961.422936345867,-68.4379944128139
Move[4],-133.973,370.143,82.493,1724.34557015365,949.198745532079,-63.3958578460411
Move[5],-133.973,370.143,87.493,2216.14764146728,979.954096121551,-58.4695900025482

======================================================
-> 标定结果
MatCamera,0.010401, -0.017482, -0.017562, -0.010455, 98.353, 96.758
MatTool,94.287, 65.162, 9.296

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Rotate[1],-177.158137774172,476.308353581983,96.7848841518305,-177.074211754414,476.439454680362,86.85277212414,-83.9260197579392,-131.10109837919
Rotate[2],-177.158137774172,476.308353581983,94.7931962770794,-177.118965319444,476.345769422852,86.7967288666751,-39.1724547283445,-37.4158408688459
Rotate[3],-177.158137774172,476.308353581983,92.8011756997493,-177.159515977083,476.317651762574,86.8464715536632,1.37820291112689,-9.29818059142917
Rotate[4],-177.158137774172,476.308353581983,90.8087836835315,-177.143868856904,476.322562109391,86.8301584883091,-14.2689172677422,-14.208527408698
Rotate[5],-177.158137774172,476.308353581983,88.8159832594419,-177.132438044164,476.315907760823,86.7718664241522,-25.6997300076023,-7.55417883999598
Rotate[6],-177.158137774172,476.308353581983,86.8227394043078,-177.153688285852,476.302900801942,86.7689352253725,-4.44948831994907,5.45278004096872
Rotate[7],-177.158137774172,476.308353581983,84.82901921003,-177.177406681667,476.295497332518,86.8209126928202,19.2689074945633,12.8562494648463
Rotate[8],-177.158137774172,476.308353581983,82.8347920440258,-177.146070169553,476.340024823229,86.7542118942064,-12.067604618835,-31.6712412465563
Rotate[9],-177.158137774172,476.308353581983,80.8400296989312,-177.157908610915,476.372212207468,86.7837786450863,-0.229163256591391,-63.8586254855795
Rotate[10],-177.158137774172,476.308353581983,78.8447065317607,-177.21469968729,476.35863585374,86.7886161570687,56.5619131175481,-50.28227175751
Rotate[11],-177.158137774172,476.308353581983,76.8487995911277,-177.220228432685,476.363042717105,86.7644641999946,62.0906585125169,-54.6891351228282
,,,,,,最小值(um/deg),-83.9260197579392, -131.10109837919
,,,,,,最大值(um/deg),62.0906585125169, 12.8562494648463
,,,,,,极差(um/deg),146.016678270456, 143.957347844037
