======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],-143.973,360.143,77.493,1855.50849756616,647.777158004542,-68.4375058964678
Move[2],-143.973,370.143,77.493,1703.40420861081,1110.97134630926,-68.3931631812474
Move[3],-143.973,380.143,77.493,1548.91799796836,1577.10046809586,-68.3979787655998
Move[4],-133.973,360.143,77.493,1387.45036000656,493.702817751344,-68.4505394318005
Move[5],-133.973,370.143,77.493,1235.17586098139,957.245280805152,-68.4656887286486
Move[6],-133.973,380.143,77.493,1081.86741734544,1423.26711194046,-68.4968064436949
Move[7],-123.973,360.143,77.493,922.806574821347,340.480509358995,-68.4460171732475
Move[8],-123.973,370.143,77.493,769.139125780824,803.097098400297,-68.6218275008365
Move[9],-123.973,380.143,77.493,614.939965109185,1269.3180742943,-68.5963065206342

Move[1],-133.973,370.143,67.493,262.926781487747,1113.65237718072,-78.6646926797215
Move[2],-133.973,370.143,72.493,742.907091895181,1016.38931315619,-73.5634005482811
Move[3],-133.973,370.143,77.493,1232.2575931222,961.42361654755,-68.4477651784033
Move[4],-133.973,370.143,82.493,1724.33977176895,949.25874917219,-63.3910227919069
Move[5],-133.973,370.143,87.493,2216.04779463363,979.966332474542,-58.4832833794189

======================================================
-> 标定结果
MatCamera,0.010401, -0.017486, -0.017561, -0.010457, 98.350, 96.766
MatTool,94.283, 65.166, 9.305

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Rotate[1],-177.157943714435,476.304436687339,96.7368248387395,-177.076234353868,476.432693215354,86.805158386264,-81.7093605672596,-128.256528015356
Rotate[2],-177.157943714435,476.304436687339,94.7446873485218,-177.122532552624,476.341271413359,86.7988555225739,-35.4111618112825,-36.8347260209134
Rotate[3],-177.157943714435,476.304436687339,92.7522016647061,-177.16757312827,476.310233818554,86.8670724995493,9.62941383517091,-5.79713121584291
Rotate[4],-177.157943714435,476.304436687339,90.7593312829234,-177.147908787887,476.315586792212,86.8044068571674,-10.0349265478314,-11.1501048735931
Rotate[5],-177.157943714435,476.304436687339,88.7660415319537,-177.137542310804,476.310694952337,86.7856760863047,-20.4014036314675,-6.25826499810955
Rotate[6],-177.157943714435,476.304436687339,86.7722997414248,-177.160476219838,476.297608667065,86.7749072073315,2.53250540259842,6.82802027318985
Rotate[7],-177.157943714435,476.304436687339,84.7780754004775,-177.180155225128,476.289353803054,86.8142124317143,22.2115106927276,15.0828842847659
Rotate[8],-177.157943714435,476.304436687339,82.7833403068123,-177.158874931158,476.335522895831,86.8028299399716,0.931216722676709,-31.0862084923542
Rotate[9],-177.157943714435,476.304436687338,80.7880687053428,-177.165589443186,476.365675869444,86.7946633632025,7.64572875070257,-61.2391821057372
Rotate[10],-177.157943714435,476.304436687339,78.7922374155534,-177.218058637003,476.353147685923,86.7550819858739,60.1149225681752,-48.7109985846814
Rotate[11],-177.157943714435,476.304436687338,76.7958259473127,-177.225610699,476.357009159944,86.7657107423518,67.6669845652782,-52.5724726056183
,,,,,,最小值(um/deg),-81.7093605672596, -128.256528015356
,,,,,,最大值(um/deg),67.6669845652782, 15.0828842847659
,,,,,,极差(um/deg),149.376345132538, 143.339412300122
