======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],-403.512,215.799,-0.009,601.810486251227,1543.53561169086,-89.0372994339533
Move[2],-403.512,230.799,-0.009,591.345447444638,978.796919002827,-88.9615192751837
Move[3],-403.512,245.799,-0.009,573.120494027731,406.477165416001,-89.0157188979374
Move[4],-388.512,215.799,-0.009,1174.38739794902,1527.14826259907,-89.0033174344976
Move[5],-388.512,230.799,-0.009,1164.2578647643,960.714939696277,-88.9712139568331
Move[6],-388.512,245.799,-0.009,1140.62134528129,389.091438837975,-88.9790349185871
Move[7],-373.512,215.799,-0.009,1743.4686054197,1511.44349227891,-88.9832066871593
Move[8],-373.512,230.799,-0.009,1729.60969588519,943.226701814438,-88.9665407967408
Move[9],-373.512,245.799,-0.009,1713.03030038476,371.238614530653,-88.9922134642841

Move[1],-388.512,230.799,-3.009,2148.45059210433,1149.04013345813,-85.9983694626527
Move[2],-388.512,230.799,-1.509,1662.69729638078,1048.99992986032,-87.4560143948787
Move[3],-388.512,230.799,-0.009,1165.230440618,959.54924690819,-88.9921286822217
Move[4],-388.512,230.799,1.491,661.143754114408,882.400862485227,-90.4825448729745
Move[5],-388.512,230.799,2.991,158.924979079985,819.229619175064,-91.9999238044888

======================================================
-> 标定结果
MatCamera,0.026295, -0.000792, -0.000716, -0.026330, -319.158, 759.096
MatTool,99.202, 502.095, 87.425

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Move[1],-304.231304308516,717.878043327563,87.415788415812,-304.45800723485,717.969380655543,87.4885656524052,226.70292633461,-91.3373279801135
Move[2],-304.231304308516,732.878043327563,87.415788415812,-304.324908005077,732.862917552606,87.4462066205467,93.6036965610469,15.1257749570277
Move[3],-304.231304308516,747.878043327563,87.415788415812,-304.386395737721,747.93013063097,87.4552437270343,155.091429205299,-52.0873034068927
Move[4],-289.231304308516,717.878043327563,87.415788415812,-289.362655241057,717.953919312893,87.4410879838511,131.350932541352,-75.8759853300717
Move[5],-289.231304308516,732.878043327563,87.415788415812,-289.233363429632,732.885321057406,87.4178541267029,2.05912111624684,-7.27772984328112
Move[6],-289.231304308516,747.878043327563,87.415788415812,-289.44761166586,747.937092503804,87.3891437291056,216.307357344078,-59.0491762413876
Move[7],-274.231304308516,717.878043327563,87.415788415812,-274.392957335876,717.923854001166,87.4218375172244,161.653027360785,-45.8106736028867
Move[8],-274.231304308516,732.878043327563,87.415788415812,-274.357079194967,732.886134650803,87.4214191040579,125.774886451836,-8.09132324059192
Move[9],-274.231304308516,747.878043327563,87.415788415812,-274.384050741077,747.971798140329,87.4504333028177,152.746432561344,-93.7548127660648
,,,,,,最小值(um/deg),2.05912111624684, -93.7548127660648
,,,,,,最大值(um/deg),226.70292633461, 15.1257749570277
,,,,,,极差(um/deg),224.643805218363, 108.880587723093

Rotate[1],-289.487752580593,732.967823718607,97.4416280245219,-288.996819716991,732.974854187577,97.389132797872,-490.932863602609,-7.03046896978776
Rotate[2],-289.487752580593,732.967823718607,95.4456577570556,-289.291095718718,733.005207548741,95.4284744575833,-196.656861875454,-37.3838301341038
Rotate[3],-289.487752580593,732.967823718607,93.4493332097328,-289.423495923197,733.043929642008,93.4486301143958,-64.2566573965837,-76.1059234008599
Rotate[4],-289.487752580593,732.967823718607,91.4526364264027,-289.512997564816,733.024383483274,91.467566731016,25.2449842231499,-56.5597646664173
Rotate[5],-289.487752580593,732.967823718607,89.4555512452314,-289.690229943269,733.040606527567,89.5051695842497,202.477362675609,-72.7828089596869
Rotate[6],-289.487752580593,732.967823718607,87.4580633790502,-289.741079297457,733.049979257145,87.5159195852884,253.326716863739,-82.1555385373358
Rotate[7],-289.487752580593,732.967823718607,85.4601604865719,-289.946576926688,733.109241466201,85.4593223025529,458.824346094559,-141.41774759355
Rotate[8],-289.487752580593,732.967823718607,83.461832234438,-290.088047884413,733.180387879701,83.5600022934415,600.295303819905,-212.564161093951
Rotate[9],-289.487752580593,732.967823718607,81.4630703500653,-290.090240081563,733.241273432705,81.5155792417043,602.487500969573,-273.44971409741
Rotate[10],-289.487752580593,732.967823718607,79.4638686639033,-290.226125976214,733.329798405523,79.5452196689364,738.373395620329,-361.97468691546
Rotate[11],-289.487752580593,732.967823718607,77.4642231425731,-290.393285646458,733.409927488719,77.6050670214233,905.533065864859,-442.103770112112
,,,,,,最小值(um/deg),-490.932863602609, -442.103770112112
,,,,,,最大值(um/deg),905.533065864859, -7.03046896978776
,,,,,,极差(um/deg),1396.46592946747, 435.073301142324
