======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],-398.512,220.799,-0.009,786.592301949286,1351.54215830122,-88.9308829153458
Move[2],-398.512,230.799,-0.009,781.712650650127,976.411548105194,-88.9147537455289
Move[3],-398.512,240.799,-0.009,770.822413574956,595.797765471674,-88.9127785735765
Move[4],-388.512,220.799,-0.009,1165.91269721213,1342.24255930785,-88.9229813410535
Move[5],-388.512,230.799,-0.009,1164.25877010309,964.391833000467,-88.9087190409573
Move[6],-388.512,240.799,-0.009,1148.43378514227,584.683163893462,-88.9180310992004
Move[7],-378.512,220.799,-0.009,1547.03332325588,1331.14681718206,-88.9339642771577
Move[8],-378.512,230.799,-0.009,1543.93215858605,952.909005728848,-88.912134955187
Move[9],-378.512,240.799,-0.009,1528.09183293549,572.724364898047,-88.9035356938053

Move[1],-388.512,230.799,-3.409,2280.269077398,1182.56189164198,-85.6921884615743
Move[2],-388.512,230.799,-1.709,1729.91800197128,1066.38849306676,-87.2152254558564
Move[3],-388.512,230.799,-0.009,1165.87284065542,963.8549526165,-88.910941847518
Move[4],-388.512,230.799,1.691,593.811321080787,877.373405058321,-90.7605448727349
Move[5],-388.512,230.799,3.391,26.0339697236888,808.685211986718,87.702378259577

======================================================
-> 标定结果
MatCamera,0.026297, -0.000775, -0.000605, -0.026394, -318.849, 762.299
MatTool,99.617, 505.160, 87.609

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Move[1],-298.815980520005,725.943422002719,87.5999884191825,-298.979242281066,726.027986596499,87.6423257961978,163.261761060653,-84.5645937798736
Move[2],-298.815980520005,735.943422002719,87.5999884191825,-298.883228604622,735.920634541148,87.6249084256408,67.248084616665,22.787461570374
Move[3],-298.815980520005,745.943422002719,87.5999884191825,-298.939929961369,745.983583474422,87.5627213859271,123.949441364346,-40.1614717031862
Move[4],-288.815980520005,725.943422002719,87.5999884191825,-289.005236427703,725.960256710482,87.6213759948414,189.25590769777,-16.834707762996
Move[5],-288.815980520005,735.943422002719,87.5999884191825,-288.80998496109,735.947391280345,87.597095473827,-5.99555891471937,-3.96927762642463
Move[6],-288.815980520005,745.943422002719,87.5999884191825,-289.004226558311,745.975051369908,87.5970140492507,188.246038305635,-31.6293671896801
Move[7],-278.815980520005,725.943422002719,87.5999884191825,-278.9662768675,725.973125667603,87.6306144635781,150.296347495214,-29.7036648837548
Move[8],-278.815980520005,735.943422002719,87.5999884191825,-278.822972381276,735.946569694457,87.5805194024562,6.99186127087614,-3.14769173860441
Move[9],-278.815980520005,745.943422002719,87.5999884191825,-279.016994872026,746.007534690389,87.6020140722544,201.014352021161,-64.1126876704448
,,,,,,最小值(um/deg),-5.99555891471937, -84.5645937798736
,,,,,,最大值(um/deg),201.014352021161, 22.787461570374
,,,,,,极差(um/deg),207.009910935881, 107.352055350248

Rotate[1],-289.056428397619,736.01247925973,97.5975775025504,-287.998643433014,735.958712730177,97.4782302441358,-1057.78496460584,53.766529552604
Rotate[2],-289.056428397619,736.01247925973,95.6079010192736,-288.417986468922,736.058815677055,95.6730442739832,-638.441928697546,-46.3364173252785
Rotate[3],-289.056428397619,736.01247925973,93.6174625936397,-288.655679129588,736.027124324825,93.589808111618,-400.749268031802,-14.6450650954648
Rotate[4],-289.056428397619,736.01247925973,91.6262155111895,-288.862261881411,736.062668887269,91.6031554904578,-194.166516208156,-50.1896275397939
Rotate[5],-289.056428397619,736.01247925973,89.6341168888688,-289.138183324353,736.044201056842,89.6623032373934,81.7549267341064,-31.7217971127093
Rotate[6],-289.056428397619,736.01247925973,87.6411278885778,-289.305541027704,736.104779097262,87.6383295020516,249.112630084369,-92.2998375324369
Rotate[7],-289.056428397619,736.01247925973,85.6472139130887,-289.613966793523,736.154951878145,85.6943114705731,557.538395903919,-142.472618415582
Rotate[8],-289.056428397619,736.01247925973,83.652344782323,-289.865379600043,736.248743953064,83.7317987399183,808.951202423827,-236.264693334306
Rotate[9],-289.056428397619,736.01247925973,81.6564948912257,-289.985696084942,736.319587983732,81.729782074916,929.267687322408,-307.108724002774
Rotate[10],-289.056428397619,736.01247925973,79.6596433459535,-290.220773316746,736.447634413063,79.7577698853157,1164.34491912628,-435.155153333767
Rotate[11],-289.056428397619,736.01247925973,77.661774078345,-290.490045560028,736.553045573429,77.7895211551691,1433.61716240832,-540.566313699742
,,,,,,最小值(um/deg),-1057.78496460584, -540.566313699742
,,,,,,最大值(um/deg),1433.61716240832, 53.766529552604
,,,,,,极差(um/deg),2491.40212701417, 594.332843252346
