======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],57.908,523.178,94.739,955.874457380923,1517.72588267327,-2.27280537388889
Move[2],57.908,538.178,94.739,956.894993423959,951.896212640588,-1.68792206540861
Move[3],57.908,553.178,94.739,957.188871727318,385.991635759628,-1.61864412009727
Move[4],72.908,523.178,94.739,1522.59644722461,1520.98282970366,-1.7720153892547
Move[5],72.908,538.178,94.739,1522.2795522943,954.258573307758,-2.25841092754886
Move[6],72.908,553.178,94.739,1521.95549742041,389.400693342758,-1.67117353271632
Move[7],87.908,523.178,94.739,2089.23814494536,1522.0502012529,-2.27922445149571
Move[8],87.908,538.178,94.739,2088.48746543594,956.648077579815,-1.64004930937318
Move[9],87.908,553.178,94.739,2089.38975963966,391.611876788852,-2.13271310804027

Move[1],72.908,538.178,88.739,1522.02373156198,953.860789118851,-1.63729786400987
Move[2],72.908,538.178,91.739,1860.93217837402,926.853239244056,1.28941062156233
Move[3],72.908,538.178,94.739,1521.96760317109,953.978371046339,-1.67483621199973
Move[4],72.908,538.178,97.739,1184.70775433813,998.948618968929,-4.6956341057335
Move[5],72.908,538.178,100.739,852.08107207485,1062.60174095599,-8.16485705735135

======================================================
-> 标定结果
MatCamera,0.026493, 0.000115, 0.000006, -0.026519, 14.298, 727.493
MatTool,165.132, 4.648, -92.231

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Move[1],39.6337343800593,687.361051244526,2.50836244162623,39.6313711532304,687.357738502209,2.56345914274588,2.3632268289191,3.31274231757561
Move[2],39.6337343800593,702.361051244526,2.50836244162623,39.6605445706717,702.356051333039,1.84214237074064,-26.8101906123235,4.99991148717527
Move[3],39.6337343800593,717.361051244526,2.50836244162623,39.6584679477208,717.362566896959,1.83835097728297,-24.7335676614924,-1.51565243322693
Move[4],54.6337343800593,687.361051244526,2.50836244162623,54.6416996561649,687.324794244647,2.45934645597418,-7.96527610560105,36.256999879015
Move[5],54.6337343800593,702.361051244526,2.50836244162623,54.6255833743693,702.379252108833,1.88714539464751,8.15100569002425,-18.2008643064364
Move[6],54.6337343800593,717.361051244526,2.50836244162623,54.616587951842,717.344721758666,1.88936085603269,17.1464282173659,16.3294858599556
Move[7],69.6337343800593,687.361051244526,2.50836244162623,69.6547682133195,687.372167899914,2.46258316219276,-21.0338332601765,-11.1166553873545
Move[8],69.6337343800593,702.361051244526,2.50836244162623,69.6308296169439,702.371554139708,1.9403260552838,2.9047631154242,-10.5028951815029
Move[9],69.6337343800593,717.361051244526,2.50836244162623,69.6496041752392,717.35119797986,2.41572098202292,-15.8697951799098,9.85326466627612
,,,,,,最小值(um/deg),-26.8101906123235, -18.2008643064364
,,,,,,最大值(um/deg),17.1464282173659, 36.256999879015
,,,,,,极差(um/deg),43.9566188296894, 54.4578641854514

Rotate[1],54.6315610631698,702.377902749557,6.94179914205317,-616.398610029984,481.59835750358,105.5181072641,671030.171093154,220779.545245978
Rotate[2],54.6315610631698,702.377902749557,4.94148295476758,-623.777596441834,505.35755440918,101.498463361121,678409.157505004,197020.348340377
Rotate[3],54.6315610631698,702.377902749557,2.94058105239985,-630.317620268387,529.366957497443,97.511199277199,684949.181331557,173010.945252114
Rotate[4],54.6315610631698,702.377902749557,0.93909757690443,-635.944057984802,553.65707855119,93.4918434089696,690575.619047971,148720.824198367
Rotate[5],54.6315610631698,702.377902749557,-1.0629604863349,-640.759839996855,578.114878320292,89.5464042901624,695391.401060025,124263.024429265
Rotate[6],54.6315610631698,702.377902749557,-3.06558333877469,-644.662357285785,602.753365351365,86.1315169938576,699293.918348955,99624.5373981919
,,,,,,最小值(um/deg),671030.171093154, 99624.5373981919
,,,,,,最大值(um/deg),699293.918348955, 220779.545245978
,,,,,,极差(um/deg),28263.7472558011, 121155.007847786
