======================================================
-> 标定原始数据
点位,RobX,RobY,RobR,ImgX,ImgY,ImgR

Move[1],45.904,533.176,89.722,1335.24316613611,1083.28978109968,-86.6942373913661
Move[2],45.904,538.176,89.722,1334.83113551055,894.727523452394,-86.6768801763248
Move[3],45.904,543.176,89.722,1335.77902807572,704.637189371547,-86.6699721608757
Move[4],50.904,533.176,89.722,1525.49312907294,1083.6627101975,-86.6582289615797
Move[5],50.904,538.176,89.722,1524.36468507414,895.052761804083,-86.6634886640941
Move[6],50.904,543.176,89.722,1525.1879553225,705.184440510709,-86.6677686844902
Move[7],55.904,533.176,89.722,1714.56240349489,1084.06495139852,-86.6217866994192
Move[8],55.904,538.176,89.722,1713.02258413395,895.468768417708,-86.4791767160976
Move[9],55.904,543.176,89.722,1714.22766669074,705.956594036686,-86.4595321280501

Move[1],50.904,538.176,85.722,1523.23814126004,895.95151711259,-86.6695684466688
Move[2],50.904,538.176,87.722,1749.34008998055,904.413871582201,-84.6872973460942
Move[3],50.904,538.176,89.722,1526.4482352506,896.042488405425,-86.6578254072752
Move[4],50.904,538.176,91.722,1299.62270739085,895.214007954528,-88.636029077094
Move[5],50.904,538.176,93.722,1073.64550409352,902.233411337704,-90.5049874892233

======================================================
-> 标定结果
MatCamera,0.026409, 0.000066, -0.000002, -0.026426, 13.860, 738.295
MatTool,176.580, -2.354, -3.061

======================================================
-> 精度分析
点位,RobToolX,RobToolY,RobToolR,Img2RobX,Img2RobY,Img2RobR,Diff_x(um),Diff_Y(um)
Move[1],49.1149370064383,709.742328678263,86.6612358544407,49.1213818108546,709.767615153246,86.6839200738073,-6.44480441629725,-25.2864749833179
Move[2],49.1149370064383,714.742328678263,86.6612358544407,49.1123637961958,714.750985228412,86.6697084353703,2.57321024250956,-8.65655014899858
Move[3],49.1149370064383,719.742328678263,86.6612358544407,49.1336964618737,719.777014222343,86.7038478627916,-18.7594554354078,-34.6855440799345
Move[4],54.1149370064383,709.742328678263,86.6612358544407,54.151809895278,709.766423736598,86.5166849262664,-36.8728888397527,-24.0950583348649
Move[5],54.1149370064383,714.742328678263,86.6612358544407,54.1194661939565,714.750105700235,86.6533561293328,-4.52918751820874,-7.77702197228791
Move[6],54.1149370064383,719.742328678263,86.6612358544407,54.1361647519107,719.766449908892,86.6621516599606,-21.2277454723875,-24.1212306293619
Move[7],59.1149370064383,709.742328678263,86.6612358544407,59.1344651496919,709.77061933442,86.6091467736174,-19.528143253595,-28.2906561571963
Move[8],59.1149370064383,714.742328678263,86.6612358544407,59.0932691590302,714.748728168683,86.599437735841,21.6678474080538,-6.39949041999444
Move[9],59.1149370064383,719.742328678263,86.6612358544407,59.1211894115882,719.75100936589,86.5784611391897,-6.25240514987979,-8.68068762736129
,,,,,,最小值(um/deg),-36.8728888397527, -34.6855440799345
,,,,,,最大值(um/deg),21.6678474080538, -6.39949041999444
,,,,,,极差(um/deg),58.5407362478065, 28.2860536599401

Rotate[1],54.0913340104768,714.722931988822,91.6236173140251,54.4544817997726,714.739149664834,91.4490195529777,-363.147789295766,-16.2176760127295
Rotate[2],54.0913340104768,714.722931988821,89.6247894939923,54.3144740970841,714.700029573354,89.496451004332,-223.140086607309,22.9024154671151
Rotate[3],54.0913340104768,714.722931988821,87.6263197039718,54.1584693011416,714.692660370522,87.4827071771634,-67.1352906647655,30.2716182998211
Rotate[4],54.0913340104768,714.722931988822,85.6282004033577,53.973532350938,714.704460552674,85.6190154144334,117.801659538806,18.4714361474789
Rotate[5],54.0913340104768,714.722931988821,83.6304223527368,53.8353872790495,714.725679368405,83.6539509208601,255.946731427265,-2.74737958386595
Rotate[6],54.0913340104768,714.722931988821,81.6329746603548,53.6874680013678,714.750500698745,81.6326824611416,403.866009109009,-27.5687099231163
,,,,,,最小值(um/deg),-363.147789295766, -27.5687099231163
,,,,,,最大值(um/deg),403.866009109009, 30.2716182998211
,,,,,,极差(um/deg),767.013798404776, 57.8403282229374
